사업장명,좌표정보(Y),좌표정보(X),위생업태명
나누리 꽃,443555.9912,206581.7871,커피숍
메가엠지씨커피 오목교 중앙점,446740.5764,189021.7979,커피숍
스위트바즐,447005.803,187586.5472,커피숍
커피가게,452959.2042,203821.5637,커피숍
업셋(UPSET),442086.7562,199336.2669,커피숍
벨롱(커피 및 매점),440888.6996,191726.6004,커피숍
헤이븐(haven),441398.7456,189744.9304,커피숍
패밀리독,455895.9386,206751.1431,커피숍
컴포즈커피 답십리점,451460.5107,204814.6852,커피숍
내방,445782.5643,190689.9612,커피숍
핀카페,447739.897,191186.0372,커피숍
KFC영등포역점,445970.3076,191741.3458,패스트푸드
다섯남자도너츠,442018.9561,199337.6292,커피숍
쥬씨(JUICY),445742.6561,191588.3554,커피숍
커피트리,439213.4014,190906.0209,커피숍
엄지빈,444680.5217,200005.6264,커피숍
오드리토스트커피,446003.9412,188467.2154,커피숍
cafe' 2892,446777.4545,194015.1805,커피숍
이삭토스트체인점,446325.9145,191713.4068,커피숍
커피더캠프(가산디지털단지역),442139.5145,189662.9592,커피숍
카페꼬미,441648.2588,191069.129,커피숍
Ph.D(피에이치디),442289.782,200234.6151,커피숍
할리스 FKI타워2호점,446664.7874,192880.9461,커피숍
Coffee Studio 12O3 (커피스튜디오),446320.0179,186813.0129,커피숍
스타벅스국회의사당역점,447295.1942,192585.6934,커피숍
스타벅스 금천구청역점,439322.4274,190718.3772,커피숍
카페랑,444534.9471,192966.8227,커피숍
하잇 커피 (Hi-it coffee),440991.3813,203421.0706,커피숍
탑앤탐스여의도점,446919.492,193191.5847,커피숍
아리스타커피,443757.1049,202165.5071,커피숍
카페쥬앙,454206.0327,208539.3667,커피숍
월간커피,447523.1165,192785.998,커피숍
스위츠타임,439569.4015,190567.4183,커피숍
에뜨왈,441544.5184,198881.2882,커피숍
해늘당,452564.2138,207407.7501,커피숍
한조와 태연,445138.0285,201867.0268,커피숍
카페 장미랑,455530.6504,206771.0659,커피숍
히카(HICA),442032.8002,189228.8615,커피숍
모노브커피,445682.2442,190655.7475,커피숍
아다모Coffee,452492.041,206450.4325,커피숍
상봉동 맥가이버,454800.6779,207616.7467,커피숍
맘스터치 금천은행나무점,438697.6825,191990.3646,패스트푸드
퍼플,452765.709,205102.8749,커피숍
맛나강정,441950.3211,191613.5663,커피숍
프라우스타 외대국제관점,455013.6447,205114.8308,커피숍
팜스프링,446796.8821,189785.7525,커피숍
SG스터디카페,443591.9514,202426.8495,커피숍
라온제나,443676.2751,201175.1221,커피숍
베이크피스,442968.5065,199437.9388,커피숍
와플산도,442143.2061,189350.5924,커피숍
커피스토리(coffeestory),447304.7974,188572.0161,커피숍
투썸플레이스 선유도역점,448471.4346,190620.2827,커피숍
망고식스,441769.3232,200557.9802,커피숍
매머드 익스프레스 교대사거리점,442917.3461,201176.1593,커피숍
에그몬 마리오아울렛점,441784.2475,189943.2343,커피숍
매머드커피여의도증권가점,446820.7882,193196.9108,커피숍
더카페(독산점),441267.1024,190692.8527,커피숍
꿈꾸는 다섯손가락,447576.9962,185007.3441,키즈카페
빽다방 독산롯데점,440808.5413,190858.6495,커피숍
매머드익스프레스 가산포휴점,442562.7227,189202.1817,커피숍
상봉카페,454590.8308,207261.42,커피숍
에이티움 사내카페(ATIUM),444685.8731,201905.8317,커피숍
Time 스터디카페,442053.3526,200495.7298,커피숍
cafe새벽,441990.8174,189943.5462,커피숍
온초점,441852.6105,191351.1411,커피숍
커피푸로 COFFEE PURO,442170.4341,198536.3912,커피숍
빈스커피 이수점,442836.9922,198431.2518,커피숍
베러스위트,454871.6255,205255.717,커피숍
(주)이디야경희대캠퍼스점,454934.0474,204469.209,커피숍
가배두림,447649.4768,192450.9355,커피숍
츄카츄카케이크,455206.2903,208287.2644,커피숍
빽다방 퍼블릭가산점,441616.4607,189930.5079,커피숍
달콤한나의도시,455357.7162,207678.0001,커피숍
벨로치노 신세계강남점,444683.2205,200250.4478,커피숍
더놀자,440355.9766,201812.413,키즈카페
진커피(JIN COFFEE),441863.5521,198641.419,커피숍
동그라미,445099.9681,191621.3464,커피숍
요거프레소면목역점,454186.0546,207656.7602,커피숍
WALL SPACE ART GALLERY CAFE(월스페이스아트갤러리카페),443501.3084,199272.6603,커피숍
(주)커피빈코리아 방배카페골목점,443718.8764,198650.438,커피숍
루스터,441544.8942,191433.7351,커피숍
산밑에,439055.9969,204858.0842,커피숍
스타벅스 반포자이점,444989.8743,200800.417,커피숍
(주)히코코,444207.6945,200394.226,커피숍
우지커피 문래에이스하이테크점,445841.3776,190996.3573,커피숍
카페나루,448924.018,191268.6758,커피숍
흑형커피,445841.3776,190996.3573,커피숍
커피온,453883.1773,207582.7749,커피숍
매머드익스프레스에이스하이테크시티점,445841.3776,190996.3573,커피숍
매머드 익스프레스 서초센트럴점,442749.959,200958.1462,커피숍
더하나,454914.0695,207832.4895,커피숍
커피섬( COFFEESUM),444312.2013,191963.7363,커피숍
피오레버,443612.0487,201547.2635,커피숍
밀키요 서초,443786.5991,201170.8223,커피숍
캐슬힐,447529.0825,193057.415,커피숍
커피코마,444191.6413,192331.3154,커피숍
블루샥 서초남부점,442556.748,201041.1808,커피숍
에소프레소(Essopresso),444811.3648,200554.744,커피숍
(주)커피빈코리아 방배역점,442143.148,199660.4617,커피숍
HODOS(호도스),441982.4279,189538.0209,커피숍
다운갤러리 카페,447998.4341,188062.2057,커피숍
공간21,443158.316,200861.4605,커피숍
cafe dozen(더즌),440253.6278,191361.1207,커피숍
카페 에스파스,438767.7029,191901.8012,커피숍
Town Cafe,441784.2475,189943.2343,커피숍
cafe Zygo(카페자이고),442585.9332,189314.7114,커피숍
카페믹스,447054.9883,192747.4193,커피숍
베이커스딜라이트허,447270.1789,188500.6397,커피숍
그리니티(Greenity),445970.3076,191741.3458,커피숍
502커피,441848.243,189202.6002,커피숍
도로로,442381.3614,198554.6228,커피숍
도산제과,440412.0837,190757.1483,커피숍
Love coffee(러브커피),441135.7537,190965.1633,커피숍
얌샘김밥양평역점,446994.2047,190083.6107,커피숍
카페엘(EL),447739.897,191186.0372,커피숍
세미콜론;,441629.3614,189369.5396,커피숍
카페 안나,442478.3563,189232.3064,커피숍
CAFE mimi&bobo,443057.5459,199190.697,커피숍
태양커피,443106.8827,199295.8175,커피숍
카페시에라(cafe Sierra),439877.1965,190469.8277,커피숍
코토모커피 영등포구청점,446975.5958,190483.2975,커피숍
라운지스토리,446539.7282,186310.0852,커피숍
경성꽈배기,448342.9432,188605.7627,커피숍
주식회사 더치프레소,446850.5797,193406.6913,커피숍
플레이리스트 카페(Playlist : CAFE),454106.8824,206495.4449,커피숍
숨커피,451700.0586,205603.9062,커피숍
카페고메,452918.5829,205230.4018,커피숍
롯데리아 롯데마트 금천점,440940.3844,190704.9043,패스트푸드
스타벅스커피여의도ABL타워점,446289.3893,193553.4728,커피숍
(주)소프트플레이코리아 마리오점,441814.1159,189759.7131,커피숍
드롭탑 금천은행나무점,438679.7496,192222.4121,커피숍
오븐노리베이커리카페,455758.3795,206977.5242,커피숍
컴포즈커피 정훈단지점,440303.1412,191336.7079,커피숍
두드림 카페,440595.6965,190591.7831,커피숍
스윗가든,442393.1608,201060.5598,커피숍
원조공주떡집 IFC몰점,446973.9146,193326.931,떡카페
늘봄카페 서리풀어린이광장점,443144.7404,200368.2385,커피숍
거북이 벗,439004.3022,191146.2732,커피숍
커피베이중랑면목점,454326.0003,207035.5867,커피숍
시온카페,439045.1746,190343.3512,커피숍
텐텐(tenten),448341.565,190613.7058,커피숍
커피나루,445320.89,199361.7512,커피숍
공차 서초역점,443141.9435,200774.4732,커피숍
그녀의 커피잔,439132.4197,191595.6309,커피숍
도이창커피코리아,451953.6466,204320.9026,커피숍
KFC휘경동매장,454823.3065,205452.8623,패스트푸드
메가엠지씨커피 영등포영일공원점,445326.557,191512.3845,커피숍
3 HUNDRED COFFEE,446832.923,193420.281,커피숍
지엠지엔(GMGN),445746.6635,192107.6322,커피숍
펠리체커피,442093.6486,189877.1789,커피숍
까페마루,441601.0479,189188.7476,커피숍
쥬씨 상봉역점,454900.7228,207571.8187,커피숍
프리웨일,453198.8698,204469.1612,커피숍
탐앤탐스 시립대로미디어점,452668.8352,204177.8784,커피숍
커핀테라,451142.7457,205569.6323,커피숍
바나프레소 동대문구청점,452548.863,203420.3315,커피숍
브라운팩토리,452509.3509,202159.2854,커피숍
B'SWIT,443606.0023,198674.6032,커피숍
"카페,멀스",438884.8732,192114.4179,커피숍
카도,448457.2675,190613.8352,커피숍
버거킹서여의도점,447402.9646,192947.9095,패스트푸드
카페네스카페 중화역점,455450.7454,206919.1091,커피숍
이디야커피,441229.111,189700.0269,커피숍
카페판다영등포점,446227.075,190729.5065,커피숍
미스에이드카페,441290.2941,190374.4468,커피숍
파도커피(PADO COFFEE),446509.0984,193730.451,커피숍
올웨이즈(Always),442478.3563,189232.3064,커피숍
리플랜트,442756.4136,199445.3071,커피숍
늘봄카페2호점,439958.4436,204418.8367,커피숍
레어마카롱(RARE MACARONS),442996.1236,200955.5803,커피숍
코빈(COBEAN),452390.8554,206307.3684,커피숍
빈티지라떼,452367.7186,205865.2239,커피숍
cafe nox(카페 녹스),441951.3092,203365.3022,커피숍
해피데이,443157.3887,191713.4486,커피숍
늘봄카페 서초4동주민센터점,444495.5856,201892.2372,커피숍
함께그린카페 독산도서관점,440595.4582,191798.2375,커피숍
요거프레소회기역점,454133.1918,205314.4792,커피숍
베리데이즈,441677.5879,190499.8064,커피숍
봉명동내커피(금천독산점),440461.4447,191162.7947,커피숍
양이춤을추는커피네,454438.061,204614.6521,커피숍
킷사텐 문래점,446157.4373,191087.759,커피숍
카페다온,454404.6061,208625.8807,커피숍
디저트다솜,456045.5197,208565.1841,커피숍
(주)후니드태영건설티(T)카페여의도점,447517.31,193382.0484,커피숍
타카플레이카페(롯데마트 금천점),439761.362,190838.3248,커피숍
카페리시오(cafe risio),448225.3212,190414.564,커피숍
(주)커피빈코리아 반포엘루체점,444392.6725,198791.788,커피숍
카페네스카페 목동교보점,447348.1321,188871.5128,커피숍
무중력지대영등포,448060.0453,191282.3958,커피숍
DEAN & DELUCA(딘 앤 델루카),444683.2205,200250.4478,커피숍
마담퐁퐁,441545.2088,190352.3645,커피숍
모노커피(mono coffee),448020.091,188700.8512,커피숍
이도 카페(yido cafe) W몰점,441687.8412,189997.4557,커피숍
커피타임(COFFEE TIME),453155.9289,207897.1818,커피숍
루나커피,457098.8514,207229.6029,커피숍
호호,446929.4124,188238.6009,커피숍
라파스 카페(RAPHA'S CAFE),446932.458,190234.9513,커피숍
아이캔커피 용마산역점,452098.767,207563.9946,커피숍
(주)커피빈코리아여의도SK증권빌딩점,446399.5494,193565.857,커피숍
에라드,439960.5331,203059.6467,커피숍
요거프레소,440964.4385,190877.9899,커피숍
cafe SORBUS,443179.8182,199596.4821,커피숍
카페 토스피아(가산디지털점),441982.4279,189538.0209,커피숍
사진서가,447560.0368,185286.8968,커피숍
매머드익스프레스 가산아이에스비즈타워점,441193.9419,189601.0792,커피숍
베네 답십리역점,451706.0036,204551.742,커피숍
풀무원푸드앤컬처서비스에이스,451321.2321,205598.9252,커피숍
더 카페,441057.1773,189622.3324,커피숍
FAME COFFEE,442900.2472,201449.8445,커피숍
홍콤바인,453251.1832,206361.5245,커피숍
도티커피(DOTTY COFFEE),455714.4803,205424.9493,커피숍
디자인링크,448600.8141,185227.3524,커피숍
카페57,441184.2317,201965.4923,커피숍
벨레나,442974.2427,200555.3611,커피숍
테크네,443614.336,198161.2925,커피숍
글로리아진스커피 가산점,441780.0054,189467.1242,커피숍
탭플레이 금천은행나무사거리점,438771.9082,191891.9879,커피숍
탭플레이커피 롯데팩토리아울렛가산점,441920.9728,189722.1785,커피숍
반디카페,441722.6181,198359.0324,커피숍
가비인죽,444219.1849,192753.6308,커피숍
GALLERY CAFE BAM(갤러리카페밤),446728.0122,192193.514,커피숍
로맨틱타임,442790.0486,200642.2034,커피숍
브라운스케일,445875.8967,189859.0718,커피숍
커스텀커피 여의도점,447054.9883,192747.4193,커피숍
공차 양재역점,442476.415,203172.4122,커피숍
홈스테드 뱅뱅사거리점,442787.6627,202676.8387,커피숍
바리스타 카페앤믹스,441722.6181,198359.0324,커피숍
써브웨이독산점 주식회사,440808.5413,190858.6495,커피숍
영등포제2스포츠센터북카페,447163.3606,191332.9071,커피숍
우르르방,447609.6711,190652.4094,커피숍
엔제리너스롯데센터가산점,442386.8057,189021.227,커피숍
퍼스트에스프레소,453747.0505,205277.4318,커피숍
아뜨랑(지인보그스쿨),441490.4567,203970.4897,커피숍
비틀주스 가산디지털단지점,442174.4241,189748.0242,커피숍
LENT3713,445612.6058,190810.0147,커피숍
규수당카페,446157.4373,191087.759,커피숍
컴포즈커피 중랑면목시장점,452969.8197,207549.9333,커피숍
스타벅스여의도하나금융투자,446707.5308,193017.8785,커피숍
캠프커피신정점,446715.8895,187867.6827,커피숍
교동십원빵,440544.7942,190974.1863,커피숍
쉬즈베이글(SHE'S BAGLE) 당산점,447795.0218,191093.8755,커피숍
노브랜드버거 화랑대역점,457462.7667,207357.5952,패스트푸드
카페 후르티바,443563.0391,200749.0045,커피숍
유쾌한 발상,444356.6234,202071.0439,커피숍
단23(Dan23),453118.5715,206227.8006,커피숍
메가엠지씨커피 대림썬프라자점,443809.7739,191800.7282,커피숍
노브랜드버거 중랑역점,454633.6318,206556.149,패스트푸드
더 찬란한 장안점,451878.501,206255.0318,커피숍
Cafe' Min (카페민),441539.1933,203837.2303,커피숍
카페아모제,445970.3076,191741.3458,커피숍
컵희,455133.4297,208436.2089,커피숍
커피열매가가득한숲,454372.2623,204311.5972,커피숍
오와케이크 방배점,443715.3135,198976.4141,커피숍
와니스핸드메이드쇼룸,438236.7783,205003.0184,떡카페
2카페(2Cafe),451575.878,206329.1423,커피숍
카페마망,439956.9753,191099.5824,커피숍
커피앤브런치,447502.3593,185320.7255,커피숍
메가엠지씨커피 서울서일초점,442571.0461,201827.9229,커피숍
아라마크(주)서울외대카페베네,455013.6447,205114.8308,커피숍
까페지유,446646.5735,188866.1955,커피숍
