사업장명,좌표정보(Y),좌표정보(X),위생업태명
릴리엄커피,451110.5155,193352.3317,커피숍
카페7그램,450030.6293,193020.6534,커피숍
리틀포레스트,451469.2154,193056.7252,커피숍
쥬씨,451460.5374,191284.3945,커피숍
이디야,450066.0612,192993.2046,커피숍
쥬스식스상암사보이시티,453231.4277,190086.6254,커피숍
클레이 도키도키,453114.7325,189392.976,커피숍
페이보릿연남,451079.1429,193409.7914,커피숍
에이티 익스프레스 상암점,453231.4277,190086.6254,커피숍
뉴 욕쟁이 디저트 (서강대점),449739.4112,195031.8484,커피숍
업투홍대점(UB-2),450081.215,192947.336,커피숍
커피마리,450273.6051,193136.5422,커피숍
카페 몽글,450289.6728,193471.6257,커피숍
스윗쏭(sweet song),449680.3628,192483.3951,커피숍
까브롱(cabron),449161.6187,194593.6525,커피숍
비온아넥스 (Be On Annex),450695.9779,192950.9442,커피숍
컬리넌,453017.8672,190250.8751,커피숍
티,452698.1047,190835.3825,커피숍
딕시랜드(dixieland),449633.552,192948.7513,커피숍
백미당 상암DMC점,453231.4277,190086.6254,커피숍
더치앤빈신수지점,449079.0574,194293.5752,커피숍
올어바웃카페(크레디트센터빌딩점),450153.5253,196078.108,커피숍
할리스커피 홍대점,450106.2405,193229.1623,커피숍
카페일육삼,449731.9857,191998.1695,커피숍
파스텔 본점,449338.1831,192208.3961,커피숍
80호 자유,450406.3459,191822.1708,커피숍
예스유커피로스터스,450294.44,192804.0488,커피숍
잇브레드망원점,450595.461,191567.2744,커피숍
커피데이,450030.0432,191689.4933,커피숍
커피생각 I THINK SO,448679.8867,195387.3393,커피숍
공정무역평화다방,450561.9541,193731.8517,커피숍
죠샌드위치마포도화점,448481.4933,195213.0143,커피숍
카페바우 연남점,451161.2208,193110.0851,커피숍
캘커타,450791.2069,192726.4385,커피숍
코프컬라지(coff collage),449480.0967,194789.1587,커피숍
노란코끼리,450429.3117,192997.9068,커피숍
로뎀나무,450896.0287,191725.5545,커피숍
더블랙탑(The BLACK TOP),450259.0493,192387.5364,커피숍
카페뚜또,449015.9034,195874.6392,커피숍
밀실,449576.7043,194420.7334,커피숍
십팔그램,449573.8166,192926.2103,커피숍
더커피,451234.3602,193402.3703,커피숍
단편집,450561.9541,193731.8517,커피숍
커피여행테크아웃,449660.8587,192406.8614,커피숍
커피낫유얼스,451192.3873,193274.8745,커피숍
카페미미미AK&홍대점,450808.5716,193285.5497,커피숍
스타벅스 홍대동교점,450675.0036,193414.6768,커피숍
퍼스트커피랩 카페창업센터점,450495.372,193863.9676,커피숍
백억커피 상암점,452978.8755,190619.5791,커피숍
토끼와거북이,449664.0823,194620.3399,커피숍
어바웃,448905.8474,195420.3011,커피숍
우지커피 상암KGIT점,453090.1498,190125.5648,커피숍
GS25연남경성점,451090.1824,192824.6753,커피숍
탐앤탐스 합정역점,449631.1217,192428.5161,커피숍
카페라부에노,449527.4663,193286.1529,커피숍
와풀굽는원숭이,450513.5456,195659.2861,커피숍
베이킹 스튜디오 류,450211.3318,193530.9672,커피숍
커피니신촌로터리점,450263.5077,194237.3457,커피숍
청담남녀,450148.2259,191250.5979,커피숍
라운드 렉탱글 Round Rectangle,451042.6785,193415.1947,커피숍
커피#멜로우(COFFEE#MELLOW),450564.5132,193330.7141,커피숍
세모디 마포구청역점,451353.3916,191488.6106,커피숍
이디야공덕점,449351.2425,195873.1784,커피숍
더맥스커피,453271.1989,189857.5664,커피숍
블랙스퀘어 커피,450456.9544,195132.1601,커피숍
카페12피엠망원점,450694.8035,191651.5293,커피숍
로맨틱스프링,450183.5206,193954.2488,커피숍
GS25공덕데시앙점,448969.1105,195322.0334,커피숍
(주)콘하스,450750.6187,193404.2745,커피숍
벨류업커피컴퍼니(Value Up Coffee Company),451258.3964,191777.6423,커피숍
피에스타7(연남점),450960.834,192888.0567,커피숍
빈포유(Bean for you),450791.1109,192632.9851,커피숍
베이컨트(vacant),450739.9065,191433.7017,커피숍
아이앤 맘,450200.0371,195420.4759,커피숍
레스팅커피,450451.7075,195329.2806,커피숍
영창컨버젼스,449952.9054,193084.369,커피숍
더앨리(The alley) 연남점,451196.9689,193289.9188,커피숍
아마스빈 대흥역점,449367.5939,195116.029,커피숍
카페피오레,449474.1975,194393.866,커피숍
앤 버터(and Butter),450593.6751,191468.5882,커피숍
벨라리아(bellaria),452776.2818,190607.4423,커피숍
커피나인 상암,453302.0499,190144.8929,커피숍
할리스 홍대입구역점,450454.4225,193062.8868,커피숍
아틀리에,449605.9192,193353.8645,커피숍
바나타이거커피 망원직영점,450603.1103,191464.0261,커피숍
스트리트343,450138.3844,193371.0484,커피숍
커피디지 메세나폴리스점,449855.6439,192311.6426,커피숍
더치앤벤치(DUTCH앤BENCH),448780.2688,195184.3359,커피숍
하무모카(HAMUMOCHA),450942.4682,193161.0148,커피숍
백억커피 홍대점,450247.4083,193766.2598,커피숍
카페스트라쎄,453017.8672,190250.8751,커피숍
훅스에스프레소,449554.4842,192257.3938,커피숍
에비뉴(AVENUE),449440.5036,192331.5469,커피숍
국민티비카페,450005.6149,192124.1188,커피숍
이노(INNO),450320.7152,193995.1102,커피숍
(주)제이앤에프홍대교직원커피숍,449831.5333,193359.2719,커피숍
쁘띠트리아농(Petit Trianon),450046.7828,192210.4425,커피숍
이로운,450790.7322,192426.0595,커피숍
오타치는 코끼리,449992.7753,193070.0315,커피숍
피타보노마포점,449396.0339,195066.1862,커피숍
푸르너스가든,449868.8179,192655.4044,커피숍
팜플레무스,450822.4787,193371.9428,커피숍
세라젬 웰카페 서울상암디엠씨(DMC)점,452630.132,190658.0602,커피숍
할리스신촌역점,450399.2136,194099.2605,커피숍
파스쿠찌상암월드컵점,                    ,                    ,커피숍
엔엘커피(NL COFFEE),449988.593,191590.2929,커피숍
음과양,449903.8864,191780.4724,커피숍
양말샵,450259.6204,192748.0581,커피숍
꽈페 홍대점,450294.1812,193085.026,커피숍
텐퍼센트커피 마포구청점,451395.1531,191337.869,커피숍
쇼트(SHOT),452649.7779,190777.7085,커피숍
금요일다섯시,449474.953,192612.3929,커피숍
프라넬,453017.8672,190250.8751,커피숍
리브스,450849.5192,191622.627,커피숍
카페미로,450179.7692,195133.4692,커피숍
카페포레,452691.4302,190829.9508,커피숍
스타벅스커피 상암MBC점,453213.1985,190282.7592,커피숍
토프레소공덕르네상스점,449083.3069,195766.5881,커피숍
월성맨션,453090.1498,190125.5648,커피숍
카페디모멘토(cafe demomento),449905.6314,193066.9685,커피숍
삡삡(beepbeep),450136.0395,193980.5359,커피숍
디스트릭트 디(district D),450536.1384,192999.3634,커피숍
타셋커피로스터스,453017.8672,190250.8751,커피숍
좋아하면울리는,449404.2489,194109.8722,커피숍
더퍼즐,450399.3055,195170.8183,커피숍
빽다방 홍대입구점,450282.2633,193186.9159,커피숍
나이스엔푸드,450153.5253,196078.108,커피숍
이디아,452810.7427,190268.3507,커피숍
올드 브라운 커피,450992.3838,193043.8742,커피숍
카페105,451101.8764,192967.878,커피숍
쿠파커피,450321.918,191152.8519,커피숍
나눔카페(나눔cafe),449122.4676,194254.1872,커피숍
삼성웰스토리(주)우리금융상암센터카페,453460.9988,189857.5766,커피숍
딜리커피,449662.4192,192849.8977,커피숍
스노우볼,448644.3113,195111.0881,커피숍
세븐일레븐서강대점,                    ,                    ,커피숍
코코부코(COCOBUKO),450042.0345,191477.6508,커피숍
데코아발림,449574.006,193017.9322,커피숍
아오키네 잡화점,450401.5468,193690.873,커피숍
(주)설빙문화방송지점,453112.0778,190373.6108,커피숍
오늘; 커피,451340.1392,191197.3579,커피숍
스트라다 공덕점,449304.982,195957.6284,커피숍
카페입니다,451678.6005,191900.5128,커피숍
셀렉토커피마포성산점,450896.3444,192567.2109,커피숍
반앤반,449225.4463,193053.0032,커피숍
달을 쏘다,449659.5197,194806.2224,커피숍
히솝,450693.39,193192.0444,커피숍
인더스트(INDUST),450224.0078,192342.1041,커피숍
아를,451547.5018,192861.0899,커피숍
브릭스(BRICKS),449376.2516,193345.6351,커피숍
홍콩다방팩토리,450026.5521,193139.3069,커피숍
미쇼콜라,450406.8032,192470.2843,커피숍
샌드앤푸드,453017.8672,190250.8751,커피숍
이디야커피,452605.584,190895.8737,커피숍
컴포즈커피 마포염리초점,448943.06,195206.2892,커피숍
커피베이마포구청역점,451037.4626,191512.3055,커피숍
서퍼투비(surfer to be),451526.0865,192942.1346,커피숍
쩨(che),449326.4823,192839.5976,커피숍
다올 홍대점,450421.7284,193318.2183,커피숍
발트 본점,451192.8424,193348.013,커피숍
스타벅스홍대삼거리점,449777.8753,193151.4158,커피숍
유캔커피(You can coffee),448733.4048,195237.6427,커피숍
카페홈즈 합정역점,449895.3557,192485.6253,커피숍
듀오란스,451101.6164,193194.1128,커피숍
에피소드,450236.7135,194393.1848,커피숍
그린문 커뮤니케이션(GREEN MU:N  COMMUNICATIONS),449265.725,195011.6397,커피숍
우그커피(OOG),450770.183,191791.4892,커피숍
런 커피(RUN COFFEE),450401.5468,193690.873,커피숍
어니스,449656.764,192021.6017,커피숍
스타벅스 서강광흥창역점,449686.0294,193892.4029,커피숍
카페 엘리시온,450112.6456,193729.9577,커피숍
커피그리고,452938.9396,190693.8967,커피숍
더에스프레소룸,449665.0156,192632.9824,커피숍
제이에이치JH,449192.1252,193333.9189,커피숍
카페탱크식스(cafeTANK6),452015.6829,190592.1279,커피숍
스타벅스홍대입구역사거리R,450276.0244,192887.1596,커피숍
사회적협동조합동방,448957.5078,194601.4133,커피숍
국제시장,450549.7859,191599.5098,커피숍
공차,                    ,                    ,커피숍
데이원(DAY ONE),450313.8823,193692.5169,커피숍
비앤씨매니아 마포점,448929.0143,195386.3371,커피숍
언덕위의바다,450938.5533,192619.5985,커피숍
노란코끼리(합정점),449767.3272,192001.2729,커피숍
스타벅스합정역점,449646.7231,192359.2386,커피숍
스퀴즈빌리지,450172.1789,193187.803,커피숍
온기경,441182.23,204092.905,커피숍
킹콩쥬스홍대1호점,450137.7119,193241.1969,커피숍
고옥,452642.3653,190834.5287,커피숍
예디드 카페,451340.293,192117.2507,커피숍
아임당빵그리고차,450011.2119,192331.6661,커피숍
루고,                    ,                    ,커피숍
메가엠지씨커피 홍대정문점,450065.8384,193276.924,커피숍
노란코끼리커피로스터스,449483.5572,193079.4195,커피숍
시다모,449424.2935,194109.8602,커피숍
커피앤키스링(coffee&kissring),450218.8781,192067.8527,커피숍
제너럴포스트오피스,449326.4823,192839.5976,커피숍
피망룸(P.mang room),450408.0636,191388.2498,커피숍
저스트프루츠(JUST FRUIT),451140.6767,193107.1435,커피숍
로뎀,450039.5186,194366.5476,커피숍
로라 rora,450563.2185,191315.324,커피숍
카페트리씨(Cafe Tree-sea),451351.041,192641.203,커피숍
더파리,449442.2044,192816.3369,커피숍
벨로샵,449225.4463,193053.0032,커피숍
유어퍼블릭오아시스(Your Public Oasis),449689.8023,192672.0392,커피숍
쥬스바,449970.5614,196087.9238,커피숍
텐퍼센트커피(Ten Percent Coffee) 합정역점,449840.2342,192571.3982,커피숍
후스푸스,450414.1685,195931.875,커피숍
리네아의 가게,449866.1735,191720.1258,커피숍
그림서재,449463.1416,193031.3563,커피숍
드림커피,450410.1474,194056.9425,커피숍
슈가허니,449548.6636,192986.9078,커피숍
파니모르,453090.1498,190125.5648,커피숍
아나카페,450178.7857,193692.7595,커피숍
달달보드레,449867.2674,193039.645,커피숍
코테슬로(Cottesloe),452672.9101,190807.5049,커피숍
카페토브,450159.3371,194442.5691,커피숍
올라리사,449591.8373,192630.073,커피숍
네스카페DMC상암점,452758.6428,190335.4968,커피숍
비틀쥬스,449831.5333,193359.2719,커피숍
호차,449161.5346,194671.1615,커피숍
피피커피첫번째이야기,450005.1919,191536.2664,커피숍
카페보아즈,449913.7404,193220.7969,커피숍
케이비피(Kbp),449856.1034,192025.1918,커피숍
버블톡 서강대점,449649.2583,194536.5449,커피숍
당근식빵,449598.0041,192711.3815,커피숍
라두스,449689.3189,192731.5038,커피숍
레인보우6,450478.2942,193679.3466,커피숍
카페크림앤,453090.1498,190125.5648,커피숍
지에스25광흥창역점,449568.978,193694.9917,커피숍
리스펙트커피랩(respect coffee lab),450885.1892,191032.9691,커피숍
요거하우스,451470.9425,193039.8452,커피숍
모리커피 상암DMC점,452711.4686,190530.7513,커피숍
스타벅스합정메세나몰,449855.6439,192311.6426,커피숍
베베크,450382.8036,191805.7537,커피숍
엔제리너스커피(월드컵몰점),                    ,                    ,커피숍
더안,450485.1373,195902.528,커피숍
네티쓰(NETTY'S),453685.4604,189520.4651,커피숍
에스닉바바,449753.3561,192707.7168,커피숍
버거킹 상암점,452698.8354,190555.0141,패스트푸드
카페휴,449790.7837,194315.8063,커피숍
구대회커피 상수래미안점,449378.1328,193498.9626,커피숍
탐앤탐스 서강대점,450066.6355,194412.378,커피숍
몬떼비 서울,448813.4151,194956.2536,커피숍
누가의료기 신촌2지점,450005.236,194055.9248,커피숍
데이스타(Daystar),451896.4191,189314.2428,커피숍
보스코 에스프레소,449485.3579,194604.8878,커피숍
모임,450314.3067,193556.9172,커피숍
너에게로 갈게,449278.4519,192575.487,커피숍
포스트라인,449760.5559,192781.3388,커피숍
커피기업 상암사보이점,453231.4277,190086.6254,커피숍
피아이이알39(PIER39),450268.9781,191016.4202,커피숍
브랜드21(brand21),449625.6916,196666.7901,커피숍
지에스(GS)25 서강자이점,449222.4481,193938.786,커피숍
겔러리우,450131.7874,192496.8907,커피숍
까페산토리니,450142.1869,193009.2081,커피숍
JUS SIX(주스식스)서강대학교점,449886.7004,194564.2772,커피숍
세븐일레븐 마포서강점,449659.5197,194806.2224,커피숍
코지카페,450686.4846,192747.366,커피숍
원트리힐,450238.224,194381.1164,커피숍
빙동댕 마포점,450895.7113,192503.2052,커피숍
헤이트먼데이 서교점,450137.8766,192446.903,커피숍
왕창상회 COFFEE,450111.7527,192311.3613,커피숍
쁘띠아르브르,450318.7241,194273.5981,커피숍
몽이커피,449717.8471,196501.3736,커피숍
굿애프터눈 합정점,449868.9646,192142.2714,커피숍
성지길커피앤프로젝트,449340.4122,192318.4236,커피숍
카페 ?R(CAFE HIH),449605.0468,193263.3572,커피숍
청안사주와 문경타로점 사주카페,450353.912,193207.7915,커피숍
컴포즈커피 디지털미디어시티역점,452735.0401,191023.5021,커피숍
두루마리,450342.3871,193639.3233,커피숍
텐더리커피엔디저트(Tenderly coffee&dessert),451471.8757,193009.8847,커피숍
푸푸커피 홍대점,450247.4083,193766.2598,커피숍
헤이,450379.3967,193442.2792,커피숍
스테디(STEADY),449558.4199,192978.0086,커피숍
헤이븐(HAVEN),449593.1575,192207.5076,커피숍
픽셀커피랩(P:FIXEL),449451.0162,195923.9074,커피숍
나이스 워크 투데이 (nice work today),449555.9753,194607.4001,커피숍
더벤티 아현역점,450483.8266,195978.4437,커피숍
문인커피,451603.7707,192731.0375,커피숍
엘로,449713.3484,192506.3834,커피숍
할리스커피 누리꿈몰점,453017.8672,190250.8751,커피숍
팝바,450246.0627,193187.0557,커피숍
카페 루트316,                    ,                    ,커피숍
노말 댄 스페셜 커피 스탠드(Normal Than Special Coffee Stand),451455.5355,192575.1266,커피숍
부부제빵소,451555.5682,191394.8254,커피숍
"고로, 커피",451890.0494,192253.8948,커피숍
카페캠퍼,449831.5333,193359.2719,커피숍
폴인팬케이크 홍대점,450166.6053,193281.7553,커피숍
빅피그커피,453090.1498,190125.5648,커피숍
스트라다로스터스(STRADAROASTERS),449868.9646,192142.2714,커피숍
왓어블랭크,450007.2966,191698.1802,커피숍
애틱13,450298.9734,193455.3422,커피숍
커피반하다,453090.1498,190125.5648,커피숍
쥬스방,450175.8426,193935.9524,커피숍
커피에반하다마포공덕점,449728.6292,195900.7094,커피숍
"안녕,도화동.",448393.6587,195669.2176,커피숍
블랙코지,450458.3232,192362.5619,커피숍
구디스커피,449320.3651,192204.4603,커피숍
커피랩세아점,449855.6439,192311.6426,커피숍
포레스트,449959.5666,192747.8708,커피숍
플루(FLU cafe),450350.5325,193722.4418,커피숍
폼폼페이퍼(POMPONPAPER),450760.2219,191240.6425,커피숍
파스쿠찌상암MBC점,453213.1985,190282.7592,커피숍
비바 브라질,451109.0232,193189.052,커피숍
힐링앳티파니스,450120.5154,193220.7864,커피숍
허문담,450549.0951,191350.3149,커피숍
프렌테(frente!),449389.1543,192587.1755,커피숍
카페그린나무,450637.294,191864.7104,커피숍
에이치엠커피,451036.7901,192695.252,커피숍
꾸머(합정점),449410.959,192215.816,커피숍
백민베이킹스튜디오,450574.4791,191832.4087,커피숍
(주)차타임코리아홍대점,450137.7119,193241.1969,커피숍
보보앤코(bobo&co),450452.1104,192491.3238,커피숍
아인 소프,450745.0249,192129.5338,커피숍
플라잉센트,451367.9354,193173.4751,커피숍
리틀선샤인,449630.1488,192862.608,커피숍
윙어스,450206.0076,194436.1437,커피숍
해빈다방,449607.8512,195102.9372,커피숍
아이덴티티커피랩,450802.5912,191624.1542,커피숍
카페인소사이어티(Caffeinesociety),451318.5566,193444.5408,커피숍
쥬뗌므(Je t'aime),449841.5316,191744.2026,커피숍
두잉나띵(DOING NOTHING),451477.145,193098.0292,커피숍
홈스테드커피,450237.8494,193111.8193,커피숍
더치프레소,449748.0311,195119.6147,커피숍
씨에이씨(CAC),450638.114,192963.2638,커피숍
(주)보뚜슈퍼푸드카페홍대1호점,450172.1789,193187.803,커피숍
까페베네서강대점,449982.6876,194369.3187,커피숍
곰곰,449180.427,195331.8856,커피숍
카페드림,449886.7004,194564.2772,커피숍
더 리틀 로지,451502.932,192972.348,커피숍
카페리 상암점,452720.3134,190690.3951,커피숍
버거킹 마포구청역점,451015.1164,191528.6644,패스트푸드
프라이데이무브먼트(Friday Movement),450471.6984,192354.1981,커피숍
배일리,453017.8672,190250.8751,커피숍
매콤스,449487.9172,192999.0633,커피숍
미어캣 프랜즈,449966.4662,193093.1329,커피숍
바이브커피로스터스(VIBE COFFEE ROASTERS),450160.6508,193316.3957,커피숍
이해(EHAE),450854.6872,192458.9877,커피숍
식물카페 화초집,449852.2585,191859.7152,커피숍
메고지고 서교푸르지오점,450172.1789,193187.803,떡카페
그리운꼬마,450270.3488,192590.1884,커피숍
망고코코,450172.1789,193187.803,커피숍
(주)라폴리움,449186.9333,195564.3758,커피숍
Jazzda카페,449668.8727,192444.1652,커피숍
러반로제 재화스퀘어점,449083.0603,195292.9726,커피숍
GS25마포당인점,449289.2471,192191.3827,커피숍
우주가챠,450451.2865,193452.1802,커피숍
코페아신드롬 마포점,451408.8387,191727.9145,커피숍
커피클린(COFFEE CLEAN),450218.8781,192067.8527,커피숍
스위트번스,448607.0752,194999.819,커피숍
에이난카페,449787.2142,192488.9851,커피숍
카페 이상현상,450365.3124,193711.8982,커피숍
콜테,450346.1812,193774.161,커피숍
스텔라커피(Stella Coffee),450449.2023,194917.8122,커피숍
리틀제이콥스,450203.9005,194343.4715,커피숍
플로릭카페,455104.6488,204728.0709,커피숍
수퍼비랩,449912.5548,191504.3753,커피숍
투썸플레이스,450583.5353,193152.9533,커피숍
카페 유웨니스(juvenis),450464.7761,193700.9207,커피숍
청23[청이삼],450964.1225,193438.946,커피숍
페이퍼커피,453090.1498,190125.5648,커피숍
데미타스,448780.2688,195184.3359,커피숍
폴스일레븐이대역점,450469.5997,195074.2426,커피숍
(주)한풍정,450462.4068,192505.3302,커피숍
널디스카페(NERDY'S CAFE),450089.7347,193063.4115,커피숍
다라커피,448787.9735,195422.1754,커피숍
카페크레아팜,450054.7683,194269.1717,커피숍
북카페자음과모음,449629.447,192593.5401,커피숍
쏠로 뺄레 떼,453017.8672,190250.8751,커피숍
그러케이크삽,449951.8428,191719.3606,커피숍
아임플라스틱 홍대,450807.6358,193315.6808,커피숍
헬로우미스터.아메리카노(Hello Mr. Americano),449660.9152,192993.8371,커피숍
엔제리너스망원점,450149.7346,190871.2321,커피숍
후니지니,451598.6234,191893.7917,커피숍
도식화,449729.3888,193018.7101,커피숍
엔제리너스To샵(합정),449855.6439,192311.6426,커피숍
티핑포인트커피컴퍼니,449833.5189,191734.9747,커피숍
가람,450585.1838,193518.7062,커피숍
효성마포직원식당카페,449265.0071,195665.0952,커피숍
책방여유물질,450239.4017,193543.1452,커피숍
업타운카페LG마포점,449552.6402,195829.1548,커피숍
탐앤탐스 홍대아트점,450174.5463,193580.3714,커피숍
스타벅스 아현역대로점,450525.5454,195939.5038,커피숍
세븐일레븐,449536.6423,193999.3135,커피숍
오빠커피,449942.7889,192933.763,커피숍
씨제이푸드시스템(주) 홍익대점 학생식당,449831.5333,193359.2719,커피숍
까페띠아모,449527.4663,193286.1529,커피숍
아메리칸 트레일러 홍대 타임스퀘어점,450523.4712,193152.6238,커피숍
쿵푸티,450142.1869,193009.2081,커피숍
쿠켓마켓 신촌점,449729.9207,193872.9713,커피숍
지파운데이션 나눔가게&카페,450552.6271,192893.3257,커피숍
담,449645.0116,192626.3225,커피숍
고넴넴베이커리,451344.9254,192601.1856,커피숍
스위트번스상수점,449523.9668,193244.2472,커피숍
애프터눈커피,450563.3627,193531.7071,커피숍
해피어(HAPPIER),451405.3178,193119.8054,커피숍
허스 상암,452546.4769,190883.418,커피숍
이디야커피(마포구청점),451395.1531,191337.869,커피숍
지안커피,450010.271,192037.8947,커피숍
런 커피(RUN COFFEE),450401.5468,193690.873,커피숍
본솔커피 서강대점,449719.8797,194965.5623,커피숍
매머드 익스프레스 마포트라팰리스점,448799.6418,195266.0731,커피숍
카멜커피 9호점,451551.3133,192916.9717,커피숍
멜롭스(melrops),451203.4915,192632.8613,커피숍
위드뮤 카페,450808.5716,193285.5497,커피숍
탐앤탐망원점,450408.7776,191963.5534,커피숍
지모,450137.7119,193241.1969,커피숍
(주)영우홍익대학교카페나무,449831.5333,193359.2719,커피숍
컴포즈커피 마포프레스티지자이점,450080.1299,195310.8642,커피숍
메가엠지씨커피 마포성산점,450769.2066,192227.5185,커피숍
누리커피,453017.8672,190250.8751,커피숍
펀,450054.5265,193044.0741,커피숍
보스톤커피(BOSTON COFFEE),449715.6136,194356.4674,커피숍
커피체리빈,449059.8873,194385.806,커피숍
레이앤크림,450337.489,193654.8116,커피숍
프라자,450493.2334,193121.5418,커피숍
샤라샤라 홍대점,450032.5201,193052.9203,커피숍
티라레미수홍대본점(TIRAREMISU),450254.738,193166.7699,커피숍
망원동내커피 창비점,450351.2005,192113.0765,커피숍
앙키친,449802.7489,192660.6207,커피숍
매머드커피 마포중앙도서관점(129호),451282.5582,191843.8295,커피숍
이디야 성산중앙점,450896.3444,192567.2109,커피숍
스튜디오123(studio123),449871.9466,196108.9532,커피숍
도토리볼,449467.2458,194518.8325,커피숍
로스트 앤 토스트(ROAST & TOAST),450449.2023,194917.8122,커피숍
미미크럼블,450174.729,191630.9025,커피숍
로프스페이스,451490.1178,193112.6533,커피숍
토스트&커피,451187.3833,191654.6714,커피숍
카페피포에스(cafe P4S),451167.5542,193347.9093,커피숍
메가엠지씨커피 이대역사거리점,450469.837,195088.1045,커피숍
커피스토리,452699.0077,190603.4895,커피숍
쇼츠,453090.1498,190125.5648,커피숍
카페 녹,449838.6082,191652.4099,커피숍
톰스캣,450027.0891,193087.9616,커피숍
(주)서강라이프케어,449886.7004,194564.2772,커피숍
홍대화덕피자2호점,449838.7233,193197.8255,커피숍
키친205,450114.9809,193288.2761,커피숍
솔트 포레스트(Salt forest),451094.6338,193367.7717,커피숍
카페분더,449279.876,193627.1299,커피숍
스프레드 베이크샵,451241.288,193081.9557,커피숍
카페57,448407.7527,195019.3998,커피숍
만나다공원,450677.8392,191420.9253,커피숍
미라지,450227.0419,192451.4306,커피숍
카페테드,451165.0401,193091.7427,커피숍
이디야커피서강대점,449939.268,194391.6087,커피숍
디팍스카페,450073.1549,192891.2946,커피숍
엘레아(공덕점),449410.5116,195839.7888,커피숍
누구나베이크하우스,449388.2692,195509.5801,커피숍
스페이스 M,450256.0528,192774.2667,커피숍
블루샥 상암누리꿈점,453017.8672,190250.8751,커피숍
버거킹,450318.7241,194273.5981,일반조리판매
엔투원(N21),450762.419,192854.3886,커피숍
카페831(CAFE 831),449235.6247,195233.6258,커피숍
스타벅스공덕역점,449467.1254,195782.1679,커피숍
크레말레,449428.4557,193682.9857,커피숍
오렌티오상수점,449609.2384,193076.0112,커피숍
버블퐁,450549.2802,193282.1308,커피숍
산체스커피 로스터스 홍대점,450120.1496,193520.2406,커피숍
보노보나마포합정점,449868.9646,192142.2714,커피숍
연남방앗간,451087.5071,193141.0528,커피숍
잼카페,452694.9764,190293.9799,커피숍
카페라니(Cafe Lani),449677.2095,195693.832,커피숍
디카페(D-caffe),450380.7872,191823.7621,커피숍
까페 노아,450001.9311,193048.598,커피숍
느긋한 서재,450181.7434,192330.3684,커피숍
더치앤빈공덕역점,449186.9333,195564.3758,커피숍
참좋은 하루,450482.0697,191805.9036,커피숍
스파티움,450468.6229,192463.2254,커피숍
브룩스빌커피앤티(Brooksville coffee&Tea),450635.4521,193266.9576,커피숍
카페바운스,449897.2131,196057.95,커피숍
테일숍(TALE SHOP),450093.3923,193412.5384,커피숍
99밀크티,450160.6508,193316.3957,커피숍
주커피,452720.1366,190909.2802,커피숍
씨아에프에,450345.3057,191143.5896,커피숍
프루프루 마포점 과일바구니,449417.7577,194811.5847,커피숍
차차티클럽,450918.2881,193263.3651,커피숍
로(Loh),448766.2183,195742.4562,커피숍
(주)스타벅스커피코리아 망원역점,450395.2447,192045.4279,커피숍
스무디킹교보문고합정점,449751.487,192171.2354,커피숍
와이커피로스터스(Y Coffee Roasters),449855.6439,192311.6426,커피숍
그남자가만든빵그여자가내린커피,448813.4151,194956.2536,커피숍
(주)유어로스팅파크,451081.9861,192979.3382,커피숍
맘스터치,449417.9705,195019.5702,패스트푸드
공간산마루,449347.2585,196221.5457,커피숍
잉큼,450761.8812,193229.5565,커피숍
(주)커피빈코리아합정푸르지오점,449868.9646,192142.2714,커피숍
메가엠지씨커피 홍대패션거리점,450246.0627,193187.0557,커피숍
오늘도고양이,450196.2997,193493.0263,커피숍
카페무탈,450067.4562,193101.7423,커피숍
언커먼바게트,449475.1814,193064.8823,커피숍
마노핀익스프레스이대역점,                    ,                    ,커피숍
이츠에스프레소,450187.6987,195133.2881,커피숍
러브,450540.1198,192546.9019,커피숍
일바쵸,451069.8193,191469.1085,커피숍
커피온리 마포역점,448621.5462,195307.3378,커피숍
봄날의고양이,450483.5633,193309.1302,커피숍
카페더플란트(cafe The Plant),452581.0974,190793.0486,커피숍
파이앤브라우니,449372.4965,193905.4372,커피숍
다람쥐 우유공방,449442.2044,192816.3369,커피숍
까페1895,453141.6766,190182.0673,커피숍
쿠쿠스무스카페24,450273.7664,193201.9814,커피숍
빈스브로커피,450318.7241,194273.5981,커피숍
백호커피,452751.6916,190776.404,커피숍
카페 517(cafe oilchil),450429.0243,191061.4021,커피숍
커피에 반하다,449145.5788,195748.0644,커피숍
로프트,453017.8672,190250.8751,커피숍
프랑스아아,452698.8354,190555.0141,커피숍
좋은아침,450794.1196,193015.7268,커피숍
망원동내커피,450567.833,191461.8456,커피숍
연못카페,451280.6888,190775.2174,커피숍
안's 커피(Ahn's coffee),453017.8672,190250.8751,커피숍
오빠커피,452758.6428,190335.4968,커피숍
에제르56,450380.2098,192696.7082,커피숍
까페 유,450285.8967,192546.9623,커피숍
도피오커피마포아트센터점,449748.0311,195119.6147,커피숍
몰리하우스,451067.7997,193422.1489,커피숍
벌스(VER'S),451445.2337,192914.0784,커피숍
매머드 익스프레스 공덕효성점,449366.9263,195614.8651,커피숍
컴포즈커피 합정점,449660.8587,192406.8614,커피숍
디케이 174-4,450606.9882,193613.677,커피숍
커피드로잉,451239.5203,192928.0221,커피숍
트래블카페고노미,450073.7824,192620.5296,커피숍
피타 보노,449396.0339,195066.1862,커피숍
